mes_anio,valores_gob_tot,valores_gob_resid,valores_gob_resid_banxico,valores_gob_resid_bdesarrollo,valores_gob_resid_bcomercial,valores_gob_resid_spublico,valores_gob_resid_siefores,valores_gob_resid_sprivado,valores_gob_noresid_sprivado,valores_gob_cargo_gobfed,valores_gob_cargo_banxico,cetes_tot,cetes_resid,cetes_resid_banxico,cetes_resid_bdesarrollo,cetes_resid_bcomercial,cetes_resid_spublico,cetes_resid_siefores,cetes_resid_sprivado,cetes_noresid,cetes_cargo_gobfed,cetes_cargo_banxico,bondes_tot,bondes_resid,bondes_resid_banxico,bondes_resid_bdesarrollo,bondes_resid_bcomercial,bondes_resid_spublico,bondes_resid_siefores,bondes_resid_sprivado,bondes_noresid,bondes_cargo_gobfed,bondes_cargo_banxico,bondesD_tot,bondesD_resid,bondesD_resid_banxico,bondesD_resid_bdesarrollo,bondesD_resid_bcomercial,bondesD_resid_spublico,bondesD_resid_siefores,bondesD_resid_sprivado,bondesD_noresid,bondesD_cargo_gobfed,bondesD_cargo_banxico,udibonos_tot,udibonos_resid,udibonos_resid_banxico,udibonos_resid_bdesarrollo,udibonos_resid_bcomercial,udibonos_resid_spublico,udibonos_resid_siefores,udibonos_resid_sprivado,udibonos_noresid,udibonos_cargo_gobfed,udibonos_cargo_banxico,bonos_tot,bonos_resid,bonos_resid_banxico,bonos_resid_bdesarrollo,bonos_resid_bcomercial,bonos_resid_spublico,bonos_resid_siefores,bonos_resid_sprivado,bonos_noresid,bonos_cargo_gobfed,bonos_cargo_banxico
Oct 2011,"3,947,098,535.61","2,961,282,711.79",0.00,"231,955,141.00","1,058,652,671.00","139,746,068.51","756,805,615.04","774,123,216.24","985,815,823.82","3,286,511,935.61","660,586,600.00","663,557,505.00","503,505,245.45",0.00,"50,994,636.00","167,762,076.00","31,960,011.27","65,226,330.68","187,562,191.50","160,052,259.55","446,572,340.00","216,985,165.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"642,203,405.00","635,979,957.80",0.00,"178,549,455.00","220,472,487.00",0.00,"9,276,218.97","227,681,796.83","6,223,447.20","198,601,970.00","443,601,435.00","703,134,775.61","660,862,357.43",0.00,"1,239,902.00","70,024,841.00","50,219,611.36","330,549,432.49","208,828,570.59","42,272,418.18","703,134,775.61",0.00,"1,938,202,850.00","1,160,935,151.11",0.00,"1,171,148.00","600,393,267.00","57,566,445.89","351,753,632.90","150,050,657.32","777,267,698.89","1,938,202,850.00",0.00
Nov 2011,"3,980,234,464.90","2,982,080,331.69",0.00,"239,823,571.00","1,074,194,446.00","146,392,970.70","761,802,013.36","759,867,330.62","998,154,133.21","3,294,459,390.90","685,775,074.00","672,703,965.00","506,406,500.45",0.00,"57,167,718.00","163,590,579.00","42,172,691.74","65,949,692.22","177,525,819.49","166,297,464.55","455,020,210.00","217,683,755.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"669,719,839.00","666,468,937.32",0.00,"180,402,853.00","250,229,288.00",0.00,"9,860,761.18","225,976,035.14","3,250,901.68","201,628,520.00","468,091,319.00","698,447,450.90","655,749,360.86",0.00,"1,243,458.00","74,030,145.00","53,322,860.37","323,713,250.67","203,439,646.81","42,698,090.04","698,447,450.90",0.00,"1,939,363,210.00","1,153,455,533.06",0.00,"1,009,542.00","586,344,434.00","50,897,418.58","362,278,309.29","152,925,829.19","785,907,676.94","1,939,363,210.00",0.00
Dic 2011,"3,875,914,570.53","2,841,603,947.67",0.00,"243,272,268.00","950,844,811.00","116,143,135.81","768,292,745.52","763,050,987.34","1,034,310,622.86","3,162,488,094.53","713,426,476.00","696,021,621.00","481,829,407.86",0.00,"58,369,373.00","167,316,717.00","15,177,894.35","76,760,623.67","164,204,799.84","214,192,213.14","478,400,830.00","217,620,791.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"697,612,905.00","689,938,208.01",0.00,"182,928,299.00","251,856,890.00",0.00,"15,209,582.60","239,943,436.41","7,674,696.99","201,807,220.00","495,805,685.00","703,112,134.53","658,020,133.91",0.00,"1,018,199.00","74,815,493.00","69,630,486.08","320,026,820.77","192,529,135.06","45,092,000.62","703,112,134.53",0.00,"1,779,167,910.00","1,011,816,197.89",0.00,"956,397.00","456,855,711.00","31,334,755.37","356,295,718.48","166,373,616.04","767,351,712.11","1,779,167,910.00",0.00
Ene 2012,"4,024,072,865.33","2,888,372,536.90",0.00,"252,308,912.00","970,100,401.00","130,206,319.48","794,601,587.21","741,155,317.21","1,135,700,328.43","3,293,314,281.33","730,758,584.00","709,075,641.00","460,048,130.36",0.00,"64,749,748.00","163,723,499.00","27,312,049.82","69,720,778.01","134,542,055.53","249,027,510.64","490,550,700.00","218,524,941.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"717,206,613.00","713,001,893.58",0.00,"185,920,983.00","282,999,633.00",0.00,"14,865,975.04","229,215,302.54","4,204,719.42","204,972,970.00","512,233,643.00","740,844,641.33","683,187,168.37",0.00,"1,030,876.00","60,951,575.00","57,999,319.96","342,027,783.39","221,177,614.02","57,657,472.96","740,844,641.33",0.00,"1,856,945,970.00","1,032,135,344.59",0.00,"607,305.00","462,425,694.00","44,894,949.70","367,987,050.77","156,220,345.12","824,810,625.41","1,856,945,970.00",0.00
Feb 2012,"4,066,344,897.47","2,883,441,721.94",0.00,"234,894,650.00","1,005,912,259.00","133,767,311.95","796,139,490.44","712,728,010.54","1,182,903,175.53","3,318,823,621.47","747,521,276.00","713,388,904.00","405,342,831.92",0.00,"41,185,170.00","161,261,468.00","31,213,500.99","67,527,271.24","104,155,421.69","308,046,072.08","494,101,380.00","219,287,524.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"731,003,502.00","726,892,476.77",0.00,"191,729,722.00","293,317,727.00","12,999,999.91","13,002,698.73","215,842,329.13","4,111,025.23","202,769,750.00","528,233,752.00","745,409,701.47","684,391,429.65",0.00,"1,034,023.00","64,808,425.00","52,979,884.23","346,110,180.69","219,458,916.72","61,018,271.82","745,409,701.47",0.00,"1,876,542,790.00","1,066,814,983.60",0.00,"945,735.00","486,524,639.00","36,573,926.82","369,499,339.78","173,271,343.00","809,727,806.40","1,876,542,790.00",0.00
Mar 2012,"4,089,411,443.72","2,876,591,061.11",0.00,"237,557,999.00","1,020,880,175.00","117,629,698.98","793,104,407.75","707,418,780.38","1,212,820,382.61","3,315,882,405.72","773,529,038.00","717,404,058.00","401,644,491.77",0.00,"41,506,654.00","165,424,724.00","12,061,771.25","64,549,778.79","118,101,563.73","315,759,566.23","500,112,440.00","217,291,618.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"760,491,700.00","757,168,913.11",0.00,"193,185,206.00","307,622,670.00","45,522,067.00","12,644,338.33","198,194,631.78","3,322,786.89","204,254,280.00","556,237,420.00","733,041,745.72","664,068,971.33",0.00,"1,066,002.00","62,789,001.00","25,402,495.25","346,085,824.10","228,725,648.98","68,972,774.39","733,041,745.72",0.00,"1,878,473,940.00","1,053,708,684.90",0.00,"1,800,137.00","485,043,780.00","34,643,365.48","369,824,466.53","162,396,935.89","824,765,255.10","1,878,473,940.00",0.00
Abr 2012,"4,206,976,632.96","2,934,060,071.66",0.00,"225,190,091.00","1,070,766,909.00","115,750,202.88","821,320,346.80","701,032,521.98","1,272,916,561.30","3,421,332,503.96","785,644,129.00","730,606,601.00","395,640,111.41",0.00,"23,297,490.00","167,403,728.00","17,875,448.42","69,155,487.57","117,907,957.42","334,966,489.59","512,499,250.00","218,107,351.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"767,828,878.00","763,516,462.66",0.00,"200,496,809.00","299,003,578.00","69,979.77","13,946,335.48","249,999,760.41","4,312,415.34","200,292,100.00","567,536,778.00","769,564,273.96","682,244,305.80",0.00,"1,069,817.00","70,080,482.00","33,267,372.72","358,577,456.83","219,249,177.25","87,319,968.16","769,564,273.96",0.00,"1,938,976,880.00","1,092,659,191.79",0.00,"325,975.00","534,279,121.00","64,537,401.98","379,641,066.92","113,875,626.89","846,317,688.21","1,938,976,880.00",0.00
May 2012,"4,313,385,975.34","3,032,659,725.21",0.00,"228,172,665.00","1,037,104,575.00","137,510,935.10","828,158,904.80","801,712,645.32","1,280,726,250.13","3,504,585,713.34","808,800,262.00","736,034,482.00","432,936,231.09",0.00,"26,187,860.00","149,516,316.00","30,047,202.49","68,156,232.42","159,028,620.18","303,098,250.91","519,595,000.00","216,439,482.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"797,042,080.00","793,156,499.71",0.00,"200,715,601.00","275,614,740.00","8,070,011.06","17,660,434.97","291,095,712.68","3,885,580.29","204,681,300.00","592,360,780.00","793,282,123.34","705,892,774.62",0.00,"1,054,919.00","77,893,213.00","35,272,921.66","365,311,288.10","226,360,432.87","87,389,348.72","793,282,123.34",0.00,"1,987,027,290.00","1,100,674,219.79",0.00,"214,285.00","534,080,306.00","64,120,799.89","377,030,949.31","125,227,879.59","886,353,070.21","1,987,027,290.00",0.00
Jun 2012,"4,362,550,966.94","3,032,040,745.78",0.00,"222,497,039.00","1,031,097,575.00","127,427,664.56","840,051,576.31","810,966,890.91","1,330,510,221.16","3,459,304,326.94","903,246,640.00","830,590,862.00","515,333,391.21",0.00,"32,772,259.00","195,046,174.00","19,943,721.31","63,913,579.71","203,657,657.19","315,257,470.79","532,004,130.00","298,586,732.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"805,567,188.00","801,809,534.07",0.00,"188,475,901.00","302,337,701.00","70,028.18","17,496,800.26","293,429,103.63","3,757,653.93","200,907,280.00","604,659,908.00","793,012,906.94","704,738,250.33",0.00,"1,168,612.00","64,558,895.00","83,897,311.36","374,581,616.59","180,531,815.38","88,274,656.61","793,012,906.94",0.00,"1,933,380,010.00","1,010,159,570.17",0.00,"80,267.00","469,154,805.00","23,516,603.71","384,059,579.75","133,348,314.71","923,220,439.83","1,933,380,010.00",0.00
Jul 2012,"4,536,672,782.46","3,105,150,677.73",0.00,"226,395,636.00","1,022,617,582.00","117,837,478.80","877,993,991.30","860,305,989.63","1,431,522,104.73","3,611,837,125.46","924,835,657.00","843,479,069.00","491,753,660.42",0.00,"36,363,647.00","194,513,141.00","27,434,095.33","67,165,407.46","166,277,369.63","351,725,408.58","543,760,900.00","299,718,169.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"829,106,658.00","826,144,086.48",0.00,"188,772,240.00","296,009,692.00","3,070,067.82","24,553,366.17","313,738,720.49","2,962,571.52","203,989,170.00","625,117,488.00","847,316,995.46","760,212,575.91",0.00,"1,141,058.00","63,034,777.00","62,068,718.10","402,277,581.39","231,690,441.42","87,104,419.55","847,316,995.46",0.00,"2,016,770,060.00","1,027,040,354.92",0.00,"118,691.00","469,059,972.00","25,264,597.56","383,997,636.28","148,599,458.08","989,729,705.08","2,016,770,060.00",0.00
Ago 2012,"4,565,744,314.39","3,097,881,731.69",0.00,"230,599,864.00","976,258,992.00","131,905,265.23","885,266,705.12","873,850,905.34","1,467,862,582.70","3,624,425,600.39","941,318,714.00","844,725,941.00","456,474,992.11",0.00,"37,981,951.00","144,688,655.00","27,641,894.01","82,292,806.18","163,869,685.92","388,250,948.89","543,832,650.00","300,893,291.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"840,444,323.00","837,019,537.96",0.00,"191,183,943.00","323,409,056.00","8,078,705.29","14,849,954.57","299,497,879.10","3,424,785.04","200,018,900.00","640,425,423.00","848,340,510.39","761,624,768.52",0.00,"1,195,777.00","62,172,610.00","68,194,531.27","396,333,739.55","233,728,110.70","86,715,741.87","848,340,510.39",0.00,"2,032,233,540.00","1,042,762,433.10",0.00,"238,193.00","445,988,671.00","27,990,134.65","391,790,204.82","176,755,229.63","989,471,106.90","2,032,233,540.00",0.00
Sep 2012,"4,690,874,490.49","3,145,103,234.87",0.00,"244,727,098.00","981,180,106.00","130,526,996.76","895,937,639.27","892,731,394.84","1,545,771,255.62","3,765,837,952.49","925,036,538.00","835,698,625.00","460,800,621.16",0.00,"38,884,684.00","153,957,289.00","18,775,952.15","78,795,606.03","170,387,089.98","374,898,003.84","570,975,510.00","264,723,115.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"863,347,613.00","860,352,814.49",0.00,"204,321,421.00","331,862,427.00","70,105.25","10,607,118.86","313,491,742.38","2,994,798.51","203,034,190.00","660,313,423.00","897,283,082.49","802,974,402.25",0.00,"1,201,550.00","76,692,322.00","85,111,199.08","405,607,386.09","234,361,945.08","94,308,680.24","897,283,082.49",0.00,"2,094,545,170.00","1,020,975,396.97",0.00,"319,443.00","418,668,068.00","26,569,740.27","400,927,528.29","174,490,617.41","1,073,569,773.03","2,094,545,170.00",0.00
Oct 2012,"4,698,490,862.72","3,120,617,764.48",0.00,"243,336,473.00","967,060,634.00","133,108,408.20","891,401,872.12","885,710,377.16","1,577,873,098.24","3,761,591,124.72","936,899,738.00","818,344,661.00","447,843,872.47",0.00,"38,069,447.00","152,683,979.00","24,105,026.43","74,187,438.09","158,797,981.95","370,500,788.53","552,715,460.00","265,629,201.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"870,533,037.00","867,010,363.44",0.00,"203,431,347.00","335,505,276.00","70,154.11","9,835,032.98","318,168,553.35","3,522,673.56","199,262,500.00","671,270,537.00","901,641,254.72","802,324,534.62",0.00,"1,447,960.00","70,238,553.00","73,874,861.38","405,346,245.11","251,416,915.13","99,316,720.10","901,641,254.72",0.00,"2,107,971,910.00","1,003,438,993.95",0.00,"387,719.00","408,632,826.00","35,058,366.27","402,033,155.94","157,326,926.74","1,104,532,916.05","2,107,971,910.00",0.00
Nov 2012,"4,791,149,200.95","3,156,425,121.31",0.00,"243,605,102.00","978,498,579.00","167,497,347.02","864,734,778.90","902,089,314.39","1,634,724,079.64","3,837,952,602.95","953,196,598.00","825,120,087.00","452,520,905.76",0.00,"35,681,448.00","152,664,325.00","61,984,465.60","63,449,668.54","138,740,998.62","372,599,181.24","558,448,210.00","266,671,877.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"882,923,911.00","879,327,371.55",0.00,"206,080,972.00","334,747,347.00","70,175.96","10,337,249.48","328,091,627.11","3,596,539.45","196,399,190.00","686,524,721.00","910,529,982.95","811,634,439.67",0.00,"1,452,550.00","62,013,228.00","71,913,887.75","408,527,299.15","267,727,474.77","98,895,543.28","910,529,982.95",0.00,"2,172,575,220.00","1,012,942,404.33",0.00,"390,132.00","429,073,679.00","33,528,817.70","382,420,561.73","167,529,213.90","1,159,632,815.67","2,172,575,220.00",0.00
Dic 2012,"4,663,085,203.14","2,949,519,464.34",0.00,"237,727,920.00","890,309,362.00","126,249,661.45","864,867,172.59","830,365,348.30","1,713,565,738.80","3,688,805,841.14","974,279,362.00","811,949,232.00","320,329,493.55",0.00,"29,779,609.00","98,937,356.00","30,472,123.60","63,802,012.35","97,338,392.60","491,619,738.45","544,701,960.00","267,247,272.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"906,536,690.00","901,713,867.45",0.00,"206,975,755.00","342,599,077.00","70,207.23","15,820,777.14","336,248,051.08","4,822,822.55","199,504,600.00","707,032,090.00","887,076,081.14","781,691,997.10",0.00,"764,895.00","59,741,230.00","68,130,458.61","410,172,423.60","242,882,989.89","105,384,084.04","887,076,081.14",0.00,"2,057,523,200.00","945,784,106.24",0.00,"207,661.00","389,031,699.00","27,576,872.02","375,071,959.50","153,895,914.72","1,111,739,093.76","2,057,523,200.00",0.00
Ene 2013,"4,803,440,694.56","3,018,477,762.50",0.00,"237,046,272.00","865,698,369.00","120,034,996.20","887,942,758.29","907,755,367.01","1,784,962,932.06","3,815,176,644.56","988,264,050.00","833,617,276.00","340,871,377.77",0.00,"25,400,587.00","87,420,893.00","26,152,941.75","69,918,651.41","131,978,304.61","492,745,898.23","565,348,350.00","268,268,926.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"918,593,404.00","914,713,285.79",0.00,"210,538,874.00","318,534,653.00","234,828.09","14,333,529.97","371,071,400.73","3,880,118.21","198,598,280.00","719,995,124.00","906,472,844.56","795,030,346.03",0.00,"670,142.00","75,886,418.00","67,678,839.23","408,067,063.74","242,727,883.06","111,442,498.53","906,472,844.56",0.00,"2,144,757,170.00","967,862,752.91",0.00,"436,669.00","383,856,405.00","25,968,387.13","395,623,513.17","161,977,778.61","1,176,894,417.09","2,144,757,170.00",0.00
Feb 2013,"4,893,377,828.42","3,076,485,743.09",0.00,"233,944,081.00","919,765,754.00","133,500,738.69","904,475,036.67","884,800,132.72","1,816,892,085.33","3,889,342,598.42","1,004,035,230.00","814,954,179.00","340,020,084.17",0.00,"1,016,690.00","130,138,981.00","22,546,723.10","65,086,554.23","121,231,135.84","474,934,094.83","547,346,490.00","267,607,689.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"938,179,731.00","934,730,160.28",0.00,"231,328,582.00","334,335,918.00","5,640,236.48","12,809,849.56","350,615,574.24","3,449,570.72","201,752,190.00","736,427,541.00","928,256,738.42","804,733,690.51",0.00,"842,508.00","84,396,394.00","79,698,129.85","408,491,533.98","231,305,124.68","123,523,047.91","928,256,738.42",0.00,"2,211,987,180.00","997,001,808.13",0.00,"756,301.00","370,894,461.00","25,615,649.26","418,087,098.90","181,648,297.97","1,214,985,371.87","2,211,987,180.00",0.00
Mar 2013,"5,029,669,762.42","3,133,977,756.25",0.00,"274,971,750.00","851,485,668.00","124,632,795.02","907,559,079.03","975,328,464.19","1,895,692,006.17","4,016,911,182.42","1,012,758,580.00","832,860,377.00","358,779,979.93",0.00,"381,186.00","97,192,832.00","21,454,599.55","67,870,963.85","171,880,398.53","474,080,397.07","564,198,920.00","268,661,457.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"944,970,093.00","941,316,924.86",0.00,"271,607,262.00","299,249,496.00","270,188.44","13,335,366.11","356,854,612.31","3,653,168.14","200,872,970.00","744,097,123.00","968,674,952.42","825,873,615.23",0.00,"1,312,086.00","92,452,580.00","76,411,107.01","404,077,085.91","251,620,756.30","142,801,337.19","968,674,952.42",0.00,"2,283,164,340.00","1,008,007,236.23",0.00,"1,671,216.00","362,590,760.00","26,496,900.02","422,275,663.16","194,972,697.05","1,275,157,103.77","2,283,164,340.00",0.00
Abr 2013,"5,216,416,627.89","3,239,275,039.73",0.00,"274,416,521.00","979,406,727.00","119,660,203.93","946,733,334.79","919,058,253.01","1,977,141,588.16","4,189,419,579.89","1,026,997,048.00","833,265,051.00","393,531,533.38",0.00,"308,298.00","166,238,569.00","14,824,691.93","67,209,993.35","144,949,981.10","439,733,517.62","567,095,040.00","266,170,011.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"964,840,337.00","960,917,606.37",0.00,"270,112,362.00","316,497,493.00","270,412.26","10,907,297.66","363,130,041.45","3,922,730.63","204,013,300.00","760,827,037.00","1,017,355,469.89","862,316,139.20",0.00,"2,412,022.00","96,879,813.00","77,520,998.25","427,002,582.73","258,500,723.22","155,039,330.69","1,017,355,469.89",0.00,"2,400,955,770.00","1,022,509,760.78",0.00,"1,583,839.00","399,790,852.00","27,044,101.48","441,613,461.05","152,477,507.25","1,378,446,009.22","2,400,955,770.00",0.00
