mes_anio,valores_gob_tot,valores_gob_resid,valores_gob_resid_banxico,valores_gob_resid_bdesarrollo,valores_gob_resid_bcomercial,valores_gob_resid_spublico,valores_gob_resid_siefores,valores_gob_resid_sprivado,valores_gob_noresid_sprivado,valores_gob_cargo_gobfed,valores_gob_cargo_banxico,cetes_tot,cetes_resid,cetes_resid_banxico,cetes_resid_bdesarrollo,cetes_resid_bcomercial,cetes_resid_spublico,cetes_resid_siefores,cetes_resid_sprivado,cetes_noresid,cetes_cargo_gobfed,cetes_cargo_banxico,bondes_tot,bondes_resid,bondes_resid_banxico,bondes_resid_bdesarrollo,bondes_resid_bcomercial,bondes_resid_spublico,bondes_resid_siefores,bondes_resid_sprivado,bondes_noresid,bondes_cargo_gobfed,bondes_cargo_banxico,bondesD_tot,bondesD_resid,bondesD_resid_banxico,bondesD_resid_bdesarrollo,bondesD_resid_bcomercial,bondesD_resid_spublico,bondesD_resid_siefores,bondesD_resid_sprivado,bondesD_noresid,bondesD_cargo_gobfed,bondesD_cargo_banxico,udibonos_tot,udibonos_resid,udibonos_resid_banxico,udibonos_resid_bdesarrollo,udibonos_resid_bcomercial,udibonos_resid_spublico,udibonos_resid_siefores,udibonos_resid_sprivado,udibonos_noresid,udibonos_cargo_gobfed,udibonos_cargo_banxico,bonos_tot,bonos_resid,bonos_resid_banxico,bonos_resid_bdesarrollo,bonos_resid_bcomercial,bonos_resid_spublico,bonos_resid_siefores,bonos_resid_sprivado,bonos_noresid,bonos_cargo_gobfed,bonos_cargo_banxico
Mar 2017,"6,327,298,566.31","4,065,640,307.74",0.00,"388,350,091.00","907,507,250.00","156,295,074.71","1,286,496,239.57","1,326,991,652.46","2,261,658,258.57","5,420,523,160.31","906,775,406.00","793,414,843.00","533,372,918.30",0.00,"4,051,644.00","120,689,633.00","31,275,784.23","149,222,370.90","228,133,486.17","260,041,924.70","654,778,490.00","138,636,353.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,192,428,073.00","1,191,917,311.73",0.00,"370,260,563.00","271,384,514.00","6,731,391.60","44,773,243.42","498,767,599.70","510,761.27","424,289,020.00","768,139,053.00","1,373,446,350.31","1,285,640,778.21",0.00,"12,993,960.00","74,590,735.00","95,803,526.78","688,339,227.70","413,913,328.73","87,805,572.10","1,373,446,350.31",0.00,"2,968,009,300.00","1,054,709,299.50",0.00,"1,043,924.00","440,842,368.00","22,484,372.09","404,161,397.55","186,177,237.86","1,913,300,000.50","2,968,009,300.00",0.00
Abr 2017,"6,440,836,167.61","4,178,811,019.23",0.00,"388,275,916.00","985,530,841.00","159,556,462.21","1,301,296,888.87","1,344,150,911.16","2,262,025,148.38","5,510,329,923.61","930,506,244.00","856,266,198.00","582,822,281.28",0.00,"5,459,507.00","153,851,870.00","38,315,010.56","154,499,925.84","230,695,967.88","273,443,916.72","675,588,980.00","180,677,218.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,177,571,696.00","1,177,209,685.00",0.00,"366,333,770.00","287,655,871.00","5,146,011.19","30,546,522.67","487,527,510.14","362,011.00","427,742,670.00","749,829,026.00","1,413,284,733.61","1,319,916,572.46",0.00,"13,816,400.00","82,438,696.00","96,309,780.14","706,041,138.89","421,310,557.44","93,368,161.15","1,413,284,733.61",0.00,"2,993,713,540.00","1,098,862,480.49",0.00,"2,666,239.00","461,584,404.00","19,785,660.32","410,209,301.47","204,616,875.70","1,894,851,059.51","2,993,713,540.00",0.00
May 2017,"6,453,787,490.29","4,213,810,924.04",0.00,"400,098,685.00","1,020,162,823.00","163,078,574.16","1,328,477,399.50","1,301,993,442.38","2,239,976,566.25","5,539,335,238.29","914,452,252.00","810,046,377.00","521,763,255.19",0.00,"7,541,492.00","175,302,815.00","35,125,289.53","148,028,193.41","155,765,465.25","288,283,121.81","663,993,220.00","146,053,157.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,205,465,305.00","1,204,820,001.38",0.00,"372,738,804.00","285,511,522.00","5,149,249.09","30,786,261.13","510,634,165.16","645,303.62","437,066,210.00","768,399,095.00","1,429,005,368.29","1,332,247,008.70",0.00,"13,811,856.00","85,206,099.00","98,156,706.56","713,387,690.06","421,684,657.08","96,758,359.59","1,429,005,368.29",0.00,"3,009,270,440.00","1,154,980,658.77",0.00,"6,006,533.00","474,142,387.00","24,647,328.98","436,275,254.90","213,909,154.89","1,854,289,781.23","3,009,270,440.00",0.00
Jun 2017,"6,476,638,735.99","4,232,172,599.66",0.00,"393,727,997.00","978,130,248.00","148,821,020.56","1,342,521,320.41","1,368,972,013.69","2,244,466,136.33","5,529,152,361.99","947,486,374.00","878,598,493.00","577,296,897.53",0.00,"1,837,592.00","189,283,204.00","24,485,720.44","158,858,578.54","202,831,802.55","301,301,595.47","692,403,580.00","186,194,913.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,199,138,581.00","1,198,608,332.86",0.00,"375,972,319.00","245,812,812.00","5,358,584.41","27,230,885.51","544,233,731.94","530,248.14","437,847,120.00","761,291,461.00","1,449,708,141.99","1,357,409,008.35",0.00,"14,421,795.00","98,652,878.00","101,167,039.08","727,373,270.40","415,794,025.87","92,299,133.64","1,449,708,141.99",0.00,"2,949,193,520.00","1,098,858,360.92",0.00,"1,496,291.00","444,381,354.00","17,809,676.62","429,058,585.97","206,112,453.33","1,850,335,159.08","2,949,193,520.00",0.00
Jul 2017,"6,529,139,494.29","4,309,931,125.78",0.00,"430,716,791.00","895,289,943.00","159,051,796.95","1,347,714,568.60","1,477,158,026.23","2,219,208,368.51","5,569,464,443.29","959,675,051.00","880,092,517.00","600,786,666.82",0.00,"3,944,868.00","146,476,546.00","32,248,241.81","180,071,950.19","238,045,060.82","279,305,850.18","690,540,170.00","189,552,347.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,215,780,544.00","1,215,145,705.43",0.00,"410,345,798.00","232,097,313.00","6,718,773.96","26,699,199.84","539,284,620.63","634,838.57","445,657,840.00","770,122,704.00","1,465,146,223.29","1,383,534,383.41",0.00,"14,855,538.00","96,042,457.00","101,184,869.57","744,713,733.25","426,737,785.59","81,611,839.88","1,465,146,223.29",0.00,"2,968,120,210.00","1,110,464,370.12",0.00,"1,570,587.00","420,673,627.00","18,899,911.61","396,229,685.33","273,090,559.18","1,857,655,839.88","2,968,120,210.00",0.00
Ago 2017,"6,644,914,052.53","4,432,636,026.66",0.00,"440,115,495.00","963,543,002.00","167,644,183.93","1,356,279,807.88","1,505,053,537.84","2,212,278,025.87","5,669,052,740.53","975,861,312.00","896,874,706.00","667,427,254.87",0.00,"3,946,519.00","152,786,303.00","37,472,798.35","192,614,984.39","280,606,650.13","229,447,451.13","701,076,450.00","195,798,256.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,230,470,726.00","1,229,726,175.47",0.00,"419,276,593.00","251,910,964.00","6,989,059.00","23,914,566.48","527,634,992.99","744,550.53","450,407,670.00","780,063,056.00","1,492,385,730.53","1,409,689,873.57",0.00,"15,788,014.00","98,897,601.00","105,577,063.98","754,895,165.74","434,532,028.85","82,695,856.96","1,492,385,730.53",0.00,"3,025,182,890.00","1,125,792,722.75",0.00,"1,104,369.00","459,948,134.00","17,605,262.61","384,855,091.26","262,279,865.87","1,899,390,167.25","3,025,182,890.00",0.00
Sep 2017,"6,728,808,199.02","4,465,510,185.99",0.00,"444,933,775.00","963,100,152.00","158,878,644.23","1,360,302,711.31","1,538,294,903.46","2,263,298,013.03","5,744,651,330.02","984,156,869.00","887,539,470.00","648,046,984.49",0.00,"3,692,247.00","132,459,993.00","27,611,335.42","191,449,538.88","292,833,870.19","239,492,485.51","701,731,500.00","185,807,970.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,256,248,149.00","1,255,292,510.75",0.00,"424,974,767.00","269,344,488.00","7,191,174.77","23,033,978.86","530,748,102.12","955,638.25","457,899,250.00","798,348,899.00","1,531,112,320.02","1,443,449,806.06",0.00,"14,257,491.00","107,425,414.00","106,309,298.64","763,813,693.29","451,643,909.13","87,662,513.96","1,531,112,320.02",0.00,"3,053,908,260.00","1,118,720,884.69",0.00,"2,009,270.00","453,870,257.00","17,766,835.40","382,005,500.28","263,069,022.01","1,935,187,375.31","3,053,908,260.00",0.00
Oct 2017,"6,684,542,777.86","4,456,430,795.40",0.00,"440,951,926.00","991,581,939.00","171,355,303.81","1,363,471,991.04","1,489,069,635.55","2,228,111,982.46","5,732,224,760.86","952,318,017.00","903,294,365.00","683,642,886.21",0.00,"3,717,575.00","147,770,419.00","40,172,483.84","204,990,563.99","286,991,844.38","219,651,478.79","729,374,160.00","173,920,205.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,238,408,372.00","1,237,883,231.33",0.00,"416,075,057.00","264,676,799.00","7,331,007.23","25,271,486.22","524,528,881.87","525,140.67","460,010,560.00","778,397,812.00","1,514,635,080.86","1,431,212,152.31",0.00,"14,656,357.00","117,429,569.00","106,334,104.97","750,168,436.73","442,623,684.60","83,422,928.55","1,514,635,080.86",0.00,"3,028,204,960.00","1,103,692,525.55",0.00,"6,502,937.00","461,705,152.00","17,517,707.77","383,041,504.09","234,925,224.69","1,924,512,434.45","3,028,204,960.00",0.00
Nov 2017,"6,726,447,168.38","4,500,326,962.28",0.00,"444,375,475.00","976,019,563.00","164,967,725.54","1,380,088,119.09","1,534,876,079.65","2,226,120,206.10","5,776,852,705.38","949,594,463.00","886,755,033.00","665,386,332.63",0.00,"3,738,952.00","122,692,831.00","28,119,451.37","207,852,499.27","302,982,598.99","221,368,700.37","737,437,210.00","149,317,823.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,267,560,250.00","1,267,085,323.39",0.00,"419,938,030.00","274,328,487.00","8,827,306.46","24,498,693.28","539,492,806.65","474,926.61","467,283,610.00","800,276,640.00","1,547,772,335.38","1,462,532,264.50",0.00,"13,301,125.00","128,506,473.00","107,800,718.49","758,334,928.54","454,589,019.48","85,240,070.88","1,547,772,335.38",0.00,"3,024,359,550.00","1,105,323,041.76",0.00,"7,397,368.00","450,491,772.00","20,220,249.22","389,401,998.00","237,811,654.54","1,919,036,508.24","3,024,359,550.00",0.00
Dic 2017,"6,443,807,717.79","4,322,930,683.91",0.00,"439,543,871.00","920,863,525.00","142,206,233.70","1,372,766,188.03","1,447,550,866.18","2,120,877,033.88","5,509,433,496.79","934,374,221.00","884,562,661.00","642,731,477.93",0.00,"4,947,213.00","123,597,459.00","13,795,569.65","210,084,473.21","290,306,763.07","241,831,183.07","741,470,930.00","143,091,731.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,261,073,780.00","1,260,408,206.72",0.00,"421,907,615.00","267,052,119.00","8,567,272.40","32,273,311.23","530,607,889.09","665,573.28","469,791,290.00","791,282,490.00","1,458,798,996.79","1,382,552,143.90",0.00,"6,113,250.00","86,936,048.00","102,751,227.79","744,896,888.98","441,854,729.12","76,246,852.89","1,458,798,996.79",0.00,"2,839,372,280.00","1,037,238,855.36",0.00,"6,575,793.00","443,277,899.00","17,092,163.86","385,511,514.60","184,781,484.90","1,802,133,424.64","2,839,372,280.00",0.00
Ene 2018,"6,521,912,218.99","4,378,582,338.45",0.00,"442,125,991.00","1,006,152,852.00","147,730,341.48","1,398,251,614.31","1,384,321,539.66","2,143,329,880.54","5,582,872,062.99","939,040,156.00","889,624,588.00","633,812,817.30",0.00,"2,944,352.00","160,380,518.00","14,629,684.84","208,857,131.16","247,001,131.30","255,811,770.70","748,607,170.00","141,017,418.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,277,283,348.00","1,276,938,237.70",0.00,"428,657,885.00","286,997,060.00","9,484,313.71","31,605,417.52","520,193,561.47","345,110.30","479,260,610.00","798,022,738.00","1,476,754,282.99","1,405,926,928.85",0.00,"8,837,628.00","81,219,617.00","106,478,064.26","761,491,746.07","447,899,873.52","70,827,354.14","1,476,754,282.99",0.00,"2,878,250,000.00","1,061,904,354.60",0.00,"1,686,126.00","477,555,657.00","17,138,278.66","396,297,319.57","169,226,973.37","1,816,345,645.40","2,878,250,000.00",0.00
Feb 2018,"6,553,440,461.97","4,458,330,727.56",0.00,"429,952,878.00","1,069,392,256.00","152,595,659.78","1,392,974,025.65","1,413,415,908.12","2,095,109,734.41","5,635,553,366.97","917,887,095.00","881,109,603.00","668,823,896.44",0.00,"4,765,914.00","201,394,355.00","15,043,490.12","206,680,989.79","240,939,147.53","212,285,706.56","748,774,790.00","132,334,813.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,266,997,662.00","1,266,482,831.14",0.00,"412,371,652.00","278,936,232.00","9,939,507.43","27,351,425.20","537,884,014.51","514,830.86","481,445,380.00","785,552,282.00","1,490,727,686.97","1,418,912,082.65",0.00,"10,793,833.00","87,031,672.00","110,275,038.52","761,023,925.59","449,787,613.53","71,815,604.32","1,490,727,686.97",0.00,"2,914,605,510.00","1,104,111,917.33",0.00,"2,021,479.00","502,029,997.00","17,337,623.70","397,917,685.07","184,805,132.55","1,810,493,592.67","2,914,605,510.00",0.00
Mar 2018,"6,685,833,338.11","4,523,101,119.83",0.00,"424,109,196.00","1,044,665,329.00","157,370,064.95","1,377,502,397.02","1,519,454,132.86","2,162,732,218.28","5,796,508,605.11","889,324,733.00","847,681,283.00","639,675,495.55",0.00,"6,435,420.00","190,502,598.00","12,608,435.27","174,974,513.38","255,154,528.90","208,005,787.45","739,608,360.00","108,072,923.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,275,611,340.00","1,275,050,638.05",0.00,"406,747,551.00","247,577,013.00","9,936,829.61","30,901,806.66","579,887,437.77","560,701.95","494,359,530.00","781,251,810.00","1,516,505,105.11","1,443,229,132.51",0.00,"9,849,207.00","90,146,354.00","117,123,092.12","772,215,490.05","453,894,989.35","73,275,972.60","1,516,505,105.11",0.00,"3,046,035,610.00","1,165,145,853.72",0.00,"1,077,018.00","516,439,364.00","17,701,707.96","399,410,586.92","230,517,176.84","1,880,889,756.28","3,046,035,610.00",0.00
Abr 2018,"6,744,880,154.17","4,559,176,108.39",0.00,"424,373,937.00","1,152,513,430.00","155,030,023.87","1,381,871,656.69","1,445,387,060.83","2,185,704,045.78","5,878,029,234.17","866,850,920.00","821,330,863.00","621,174,281.87",0.00,"8,265,215.00","192,315,755.00","13,445,918.68","176,152,365.12","230,995,028.07","200,156,581.13","712,702,120.00","108,628,743.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,256,820,717.00","1,256,148,544.71",0.00,"404,103,925.00","248,491,608.00","9,362,282.42","40,171,480.99","554,019,248.31","672,172.29","498,598,540.00","758,222,177.00","1,537,358,634.17","1,466,466,080.90",0.00,"10,636,900.00","109,159,538.00","113,198,996.49","793,044,570.80","440,426,075.61","70,892,553.27","1,537,358,634.17",0.00,"3,129,369,940.00","1,215,387,200.91",0.00,"1,367,897.00","602,546,529.00","19,022,826.28","372,503,239.78","219,946,708.85","1,913,982,739.09","3,129,369,940.00",0.00
May 2018,"6,824,185,097.60","4,641,490,751.14",0.00,"442,986,767.00","1,179,050,200.00","176,608,284.62","1,388,260,483.18","1,454,585,016.33","2,182,694,346.46","5,936,310,004.60","887,875,093.00","851,483,569.00","631,059,280.27",0.00,"16,493,377.00","200,633,378.00","28,260,362.28","156,898,993.94","228,773,169.05","220,424,288.73","743,570,790.00","107,912,779.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,288,367,564.00","1,287,871,559.87",0.00,"416,600,390.00","240,588,056.00","9,923,976.95","40,543,194.43","580,215,942.48","496,004.13","508,405,250.00","779,962,314.00","1,557,408,924.60","1,493,810,238.99",0.00,"7,761,531.00","116,246,151.00","118,136,686.94","809,679,146.73","441,986,723.31","63,598,685.61","1,557,408,924.60",0.00,"3,126,925,040.00","1,228,749,672.01",0.00,"2,131,469.00","621,582,615.00","20,287,258.45","381,139,148.07","203,609,181.49","1,898,175,367.99","3,126,925,040.00",0.00
Jun 2018,"6,647,400,427.22","4,511,351,747.20",0.00,"438,565,920.00","1,073,687,555.00","159,182,787.42","1,399,609,698.88","1,440,305,785.90","2,136,048,680.02","5,801,719,719.22","845,680,708.00","851,234,256.00","596,437,909.17",0.00,"18,480,125.00","151,587,435.00","12,133,696.22","148,270,073.56","265,966,579.39","254,796,346.83","746,443,550.00","104,790,706.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,252,688,932.00","1,252,402,027.66",0.00,"410,541,134.00","245,661,778.00","9,634,224.10","40,645,896.88","545,918,994.68","286,904.34","511,798,930.00","740,890,002.00","1,559,125,619.22","1,493,868,867.64",0.00,"7,981,671.00","109,491,749.00","119,295,831.69","807,367,027.73","449,732,588.22","65,256,751.58","1,559,125,619.22",0.00,"2,984,351,620.00","1,168,642,942.73",0.00,"1,562,990.00","566,946,593.00","18,119,035.41","403,326,700.72","178,687,623.61","1,815,708,677.27","2,984,351,620.00",0.00
Jul 2018,"6,750,090,038.97","4,579,417,021.87",0.00,"438,436,204.00","1,013,182,201.00","159,325,722.10","1,447,866,312.35","1,520,606,582.41","2,170,673,017.10","5,849,901,731.97","900,188,307.00","971,898,169.00","697,147,012.53",0.00,"16,662,043.00","221,397,632.00","13,350,516.32","172,824,803.17","272,912,018.05","274,751,156.47","810,186,160.00","161,712,009.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,260,846,768.00","1,260,556,882.42",0.00,"412,186,534.00","224,245,814.00","10,109,160.18","41,953,801.81","572,061,572.44","289,885.58","522,370,470.00","738,476,298.00","1,595,874,541.97","1,539,283,956.28",0.00,"7,553,361.00","95,722,926.00","117,808,424.64","834,057,499.04","484,141,745.59","56,590,585.69","1,595,874,541.97",0.00,"2,921,470,560.00","1,082,429,170.64",0.00,"2,034,266.00","471,815,829.00","18,057,620.97","399,030,208.33","191,491,246.34","1,839,041,389.36","2,921,470,560.00",0.00
Ago 2018,"6,766,102,656.09","4,632,076,112.33",0.00,"453,486,029.00","974,274,600.00","164,256,684.08","1,493,305,913.15","1,546,752,886.10","2,134,026,543.76","5,848,682,082.09","917,420,574.00","948,620,228.00","681,165,258.43",0.00,"10,613,676.00","203,606,935.00","11,692,230.95","174,726,578.63","280,525,837.86","267,454,969.57","772,759,910.00","175,860,318.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,270,666,866.00","1,270,385,822.75",0.00,"431,675,470.00","212,514,224.00","9,591,760.84","44,861,670.45","571,742,697.46","281,043.25","529,106,610.00","741,560,256.00","1,614,573,942.09","1,558,809,236.30",0.00,"7,939,879.00","94,028,446.00","122,927,256.92","847,099,934.93","486,813,719.45","55,764,705.79","1,614,573,942.09",0.00,"2,932,241,620.00","1,121,715,794.85",0.00,"3,257,004.00","464,124,995.00","20,045,435.37","426,617,729.14","207,670,631.33","1,810,525,825.15","2,932,241,620.00",0.00
Sep 2018,"6,861,072,456.75","4,688,909,728.46",0.00,"449,858,010.00","982,038,441.00","165,223,506.13","1,511,358,605.16","1,580,431,166.16","2,172,162,728.29","5,961,221,195.75","899,851,261.00","977,141,114.00","679,194,191.15",0.00,"5,945,959.00","196,584,176.00","11,649,130.76","174,774,428.71","290,240,496.69","297,946,922.85","800,174,740.00","176,966,374.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,262,306,807.00","1,262,068,608.61",0.00,"432,099,581.00","218,072,260.00","8,263,424.76","43,850,081.78","559,783,261.07","238,198.39","539,421,920.00","722,884,887.00","1,635,288,515.75","1,580,225,472.33",0.00,"7,988,394.00","95,049,077.00","124,421,854.35","852,196,187.13","500,569,959.84","55,063,043.42","1,635,288,515.75",0.00,"2,986,336,020.00","1,167,421,456.37",0.00,"3,824,076.00","472,332,928.00","20,889,096.26","440,537,907.55","229,837,448.56","1,818,914,563.63","2,986,336,020.00",0.00
Oct 2018,"6,695,733,548.96","4,639,315,392.40",0.00,"448,989,984.00","997,048,217.00","164,428,225.04","1,464,868,234.21","1,563,980,732.15","2,056,418,156.56","5,820,050,408.96","875,683,140.00","945,205,874.00","673,655,184.87",0.00,"13,102,335.00","152,415,237.00","13,839,370.84","173,062,372.85","321,235,869.18","271,550,689.13","781,192,680.00","164,013,194.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,250,342,786.00","1,250,003,170.61",0.00,"425,802,544.00","238,954,292.00","8,065,376.25","40,966,791.35","536,214,167.02","339,615.39","538,672,840.00","711,669,946.00","1,596,652,308.96","1,544,569,875.70",0.00,"8,176,315.00","102,913,663.00","121,138,203.12","832,471,053.02","479,870,641.56","52,082,433.26","1,596,652,308.96",0.00,"2,903,532,580.00","1,171,087,161.22",0.00,"1,908,790.00","502,765,025.00","21,385,274.82","418,368,017.00","226,660,054.40","1,732,445,418.78","2,903,532,580.00",0.00
Nov 2018,"6,747,338,527.34","4,673,705,023.31",0.00,"450,760,218.00","1,073,168,130.00","157,565,257.40","1,455,695,950.38","1,536,515,467.53","2,073,633,504.03","5,850,930,724.34","896,407,803.00","972,172,833.00","685,938,417.38",0.00,"12,928,609.00","208,608,678.00","11,296,986.25","170,053,022.05","283,051,122.08","286,234,415.62","809,096,140.00","163,076,693.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,281,265,790.00","1,278,517,379.15",0.00,"427,438,660.00","229,337,239.00","8,042,539.40","49,316,201.02","564,382,739.73","2,748,410.85","547,934,680.00","733,331,110.00","1,586,921,014.34","1,535,237,049.96",0.00,"8,441,080.00","121,492,303.00","117,927,358.67","828,295,659.02","459,080,649.27","51,683,964.38","1,586,921,014.34",0.00,"2,906,978,890.00","1,174,012,176.82",0.00,"1,951,869.00","513,729,910.00","20,298,373.08","408,031,068.28","230,000,956.46","1,732,966,713.18","2,906,978,890.00",0.00
Dic 2018,"6,674,471,829.43","4,621,197,560.49",0.00,"451,122,169.00","1,025,395,786.00","160,341,377.17","1,491,252,741.59","1,493,085,486.73","2,053,274,268.94","5,806,179,458.43","868,292,371.00","943,891,166.00","678,681,119.26",0.00,"14,517,513.00","213,089,985.00","13,190,555.73","182,391,002.90","255,492,062.63","265,210,046.74","782,536,690.00","161,354,476.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,254,227,965.00","1,253,692,879.39",0.00,"426,141,636.00","226,030,697.00","8,539,099.35","43,946,267.85","549,035,179.19","535,085.61","547,290,070.00","706,937,895.00","1,652,506,958.43","1,600,395,095.12",0.00,"8,748,046.00","125,606,505.00","122,585,671.72","856,863,173.27","486,591,699.13","52,111,863.31","1,652,506,958.43",0.00,"2,823,845,740.00","1,088,428,466.72",0.00,"1,714,974.00","460,668,599.00","16,026,050.36","408,052,297.57","201,966,545.78","1,735,417,273.28","2,823,845,740.00",0.00
Ene 2019,"6,749,142,568.80","4,572,957,456.71",0.00,"443,567,865.00","947,454,614.00","160,852,347.92","1,499,192,646.09","1,521,889,983.70","2,176,185,112.09","5,853,110,876.80","896,031,692.00","882,701,376.00","575,933,224.44",0.00,"9,771,727.00","110,084,761.00","15,835,072.90","173,898,678.37","266,342,985.17","306,768,151.56","716,076,620.00","166,624,756.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,292,296,226.00","1,291,847,648.21",0.00,"422,006,315.00","253,739,985.00","8,807,450.78","51,456,978.90","555,836,918.54","448,577.79","562,889,290.00","729,406,936.00","1,653,809,056.80","1,604,393,201.85",0.00,"10,036,707.00","112,176,829.00","121,623,308.01","874,070,368.06","486,485,989.78","49,415,854.95","1,653,809,056.80",0.00,"2,920,335,910.00","1,100,783,382.21",0.00,"1,753,116.00","471,453,039.00","14,586,516.23","399,766,620.76","213,224,090.21","1,819,552,527.79","2,920,335,910.00",0.00
Feb 2019,"6,834,169,237.46","4,638,643,390.12",0.00,"446,468,189.00","992,497,435.00","160,665,998.28","1,524,789,197.98","1,514,222,569.86","2,195,525,847.34","5,940,342,713.46","893,826,524.00","868,455,510.00","573,731,384.51",0.00,"7,342,178.00","139,142,592.00","11,871,879.93","168,536,524.77","246,838,209.81","294,724,125.49","695,014,630.00","173,440,880.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,288,792,044.00","1,288,034,777.05",0.00,"427,329,167.00","243,607,005.00","8,450,249.07","64,562,833.61","544,085,522.36","757,266.95","568,406,400.00","720,385,644.00","1,679,081,903.46","1,613,858,348.78",0.00,"10,071,313.00","118,848,030.00","125,619,076.06","886,531,542.96","472,788,386.76","65,223,554.68","1,679,081,903.46",0.00,"2,997,839,780.00","1,163,018,879.78",0.00,"1,725,531.00","490,899,808.00","14,724,793.22","405,158,296.64","250,510,450.92","1,834,820,900.22","2,997,839,780.00",0.00
Mar 2019,"6,927,927,341.64","4,689,029,174.80",0.00,"453,148,214.00","963,803,460.00","167,445,808.53","1,577,832,117.59","1,526,799,574.68","2,238,898,166.84","6,048,222,452.64","879,704,889.00","805,130,151.00","526,188,891.95",0.00,"6,851,681.00","118,677,973.00","16,349,374.70","160,716,122.19","223,593,741.06","278,941,259.05","643,710,420.00","161,419,731.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,304,737,738.00","1,304,230,740.20",0.00,"434,003,097.00","233,131,367.00","8,364,981.95","72,263,261.70","556,468,032.56","506,997.80","586,452,580.00","718,285,158.00","1,726,892,762.64","1,658,710,479.49",0.00,"10,151,129.00","112,252,474.00","127,534,351.08","920,163,994.78","488,608,530.62","68,182,283.15","1,726,892,762.64",0.00,"3,091,166,690.00","1,199,899,063.16",0.00,"2,142,307.00","499,741,646.00","15,197,100.80","424,688,738.91","258,129,270.44","1,891,267,626.84","3,091,166,690.00",0.00
Abr 2019,"7,097,184,444.88","4,886,428,041.43",0.00,"461,677,223.00","1,053,740,311.00","173,475,763.46","1,602,586,524.01","1,594,948,219.95","2,210,756,403.45","6,135,890,620.88","961,293,824.00","844,946,136.00","572,312,315.20",0.00,"6,134,481.00","158,282,237.00","18,325,390.88","153,468,876.33","236,101,329.99","272,633,820.80","639,953,990.00","204,992,146.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,348,430,638.00","1,347,991,327.36",0.00,"443,004,797.00","245,792,979.00","8,266,722.89","74,219,584.12","576,707,244.35","439,310.64","592,128,960.00","756,301,678.00","1,772,060,030.88","1,704,043,619.91",0.00,"10,636,584.00","117,992,430.00","129,257,404.50","953,193,652.10","492,963,549.30","68,016,410.97","1,772,060,030.88",0.00,"3,131,747,640.00","1,262,080,778.96",0.00,"1,901,361.00","531,672,665.00","17,626,245.19","421,704,411.46","289,176,096.31","1,869,666,861.04","3,131,747,640.00",0.00
